country,neighborhood,rural_urban,sex,age,family_type,family_size,mig_int_global,mig_plan_global,mig_prep_global,mig_int_dom,mig_plan_dom,mig_prep_dom,ppl_mig_num_5y,currency,exp_monthly_food,income_exp_month_food,income_month_avg,deposit_currency,monthly_income,CARI
GT,Aldea Sequixquib,1,1,44,2,3,1,0,,1,0.0,,0,3,400,99,99,,,3
GT,Aldea las  tablas,1,1,14,1,6,1,0,,0,,,2,3,1000,1,0,,,3
GT,Aldea San Rafael Soche,1,1,37,2,6,1,0,,0,,,1,3,1000,4,0,,,3
SLV,El nisperal,1,2,39,9,6,1,0,,0,,,0,1,70,5,99,,,3
SLV,Barrio la playa,2,1,23,1,5,1,0,,1,0.0,,0,1,300,2,1,1.0,250.0,3
SLV,Barrio la playa,2,1,27,2,3,1,0,,0,,,2,1,50,3,1,1.0,30.0,3
HND,Colonia Dionisio,2,1,52,2,1,1,0,,1,0.0,,1,2,600,2,1,2.0,8000.0,3
SLV,El Nisperal,1,1,49,2,4,1,0,,0,,,0,1,70,3,99,,,3
SLV,El Calvario,2,2,72,3,2,1,0,,0,,,1,1,50,3,0,,,3
SLV,El Calvario,2,1,50,2,3,1,0,,1,0.0,,0,1,120,5,99,,,3
GT,Colonia san José la Colonia,2,1,52,1,10,1,0,,0,,,0,3,800,5,0,,,3
GT,Zona 3,2,1,28,1,4,1,0,,1,0.0,,1,3,400,5,1,3.0,800.0,3
SLV,Lomas de Alarcon,1,1,44,1,6,1,0,,99,,,0,1,50,5,99,,,3
HND,El Pedernal,1,1,49,5,6,1,0,,0,,,2,2,4000,2,0,,,4
SLV,San Juan Buena Vista,1,1,48,2,2,1,0,,1,0.0,,0,1,84,3,1,1.0,100.0,3
SLV,San juan buena vista,1,1,31,1,5,1,0,,0,,,0,1,150,3,1,1.0,100.0,3
SLV,Canton san juan buena vista,1,1,35,1,4,1,0,,0,,,0,1,150,5,1,1.0,150.0,3
HND,Dulce nombre,1,2,51,1,4,1,0,,1,0.0,,0,2,1500,3,0,,,3
HND,Dulce nombre,1,1,55,2,6,1,0,,0,,,1,2,3000,4,0,,,3
SLV,San francisco Echeverria,1,1,59,1,4,1,0,,1,0.0,,0,1,100,5,1,1.0,150.0,3
SLV,San Francisco Echeverria,1,1,30,2,6,1,0,,0,,,1,1,50,4,99,,,3
SLV,San Francisco Echeverria,1,2,26,1,6,1,0,,0,,,1,1,50,2,1,1.0,200.0,3
HND,Sabanagrande,2,2,24,2,4,1,0,,1,0.0,,0,2,500,5,99,,,3
GT,Barrio San José,2,1,39,2,2,1,0,,0,,,0,3,300,4,0,,,3
SLV,Canton san pedro,1,1,36,1,4,1,0,,0,,,1,1,60,5,0,,,3
SLV,Canton san pedro,1,1,27,1,5,1,0,,0,,,0,1,80,3,99,,,3
HND,Colonia Cerro Grande,2,1,78,2,2,1,0,,1,0.0,,0,2,0,5,0,,,4
HND,Caserio Agua Caliente,1,2,55,3,3,1,0,,0,,,0,2,500,5,0,,,3
SLV,Cerron grande,1,1,38,1,2,1,0,,0,,,0,1,15,5,1,1.0,30.0,3
HND,Apacinigua,1,1,42,5,8,1,0,,1,0.0,,0,2,2500,5,99,,,3
HND,Apacinigua,1,1,45,1,5,1,0,,1,0.0,,1,2,1800,4,99,,,3
HND,Apasinigua,2,1,19,4,4,1,0,,0,,,0,2,1800,5,99,,,3
SLV,Santa lucia,1,1,28,2,3,1,0,,0,,,0,1,60,5,99,,,3
GT,LOS ARCOS,1,1,41,1,4,1,0,,0,,,1,3,150,3,0,,,2
GT,LOS ARCOS,1,2,50,1,4,1,0,,1,0.0,,0,3,150,5,0,,,3
GT,Tonina,1,2,70,1,3,1,0,,1,1.0,0.0,0,3,600,2,0,,,2
GT,Nueva reforma majadas,1,1,19,5,5,1,0,,1,0.0,,0,3,300,3,1,3.0,800.0,2
GT,Nueva Reforma Majada,1,2,41,1,7,1,0,,99,,,0,3,100,1,0,,,3
GT,Nueva reforma majada,1,1,30,1,6,1,0,,0,,,2,3,700,1,1,3.0,1400.0,3
GT,PEB'IL PAM,1,1,39,4,6,1,0,,1,0.0,,0,3,800,3,1,3.0,1200.0,2
GT,CASA GRANDE,2,1,30,2,3,1,0,,0,,,0,3,400,2,1,3.0,800.0,3
GT,Tajumulco,2,2,60,1,3,1,0,,1,1.0,0.0,0,3,200,1,1,3.0,800.0,3
GT,Aldea Las lagunas,1,1,56,1,4,1,0,,1,1.0,0.0,1,3,150,2,0,,,2
